Avatar_ID,Account_Age_Days,pagerank,hits_hub,hits_authority,in_degree,out_degree
ff60f23c-0ad8-838a-0891-03a387f6ab30,75631,0.00047696993699393453,0.0011363538928688792,0.0004395606990879444,0.028877005347593583,0.06951871657754011
c4a905b7-2ca1-77ec-758c-dd01ac9cf765,18020,0.0016734237313987762,0.0010113325492236986,0.0019240553819917102,0.1272727272727273,0.06737967914438503
85257666-245b-2658-530c-5f3818ae4660,72023,0.0004084210334443268,0.0010147300956954938,0.00041339082445431593,0.026737967914438502,0.057754010695187166
1f3ec3a4-45cf-d241-6ba8-abf87a89b605,18023,0.0006210350451509028,0.0011845552513240463,0.000561287146419982,0.03636363636363636,0.07593582887700535
7195dfd0-d4be-f048-ea95-93879667d77c,32414,0.006904799337418034,0.0011606951843584961,0.008049855613801244,0.5262032085561498,0.07807486631016043
4ec89049-8795-9774-5b2e-4a0c45dc0137,3626,0.001586599412360248,0.0010472367856661834,0.0017830148150703234,0.11657754010695187,0.06203208556149733
ea7162b8-9918-55e8-cd03-84607d3fad5c,21635,0.0006873785532532767,0.0009903499409939429,0.0005747234106053964,0.03743315508021391,0.07165775401069518
f06368a0-df5a-38e5-7460-e50d2effb94d,50427,0.0014027113130491854,0.0011962143740697668,0.0016669822502570308,0.11016042780748664,0.07700534759358289
20842197-ee39-e17b-b6c9-2cd11af954f5,25221,0.0011140329568401594,0.0011570343914464364,0.0008261942445676214,0.05561497326203209,0.07272727272727272
057082b9-5f16-7487-8466-f848061409f6,54025,0.003973368607396104,0.0010251040358597737,0.004667108445669542,0.30267379679144385,0.06737967914438503
3b096b0f-2e55-1384-a41b-daa9194fc9c1,21632,0.0005507086988808328,0.001248624190979029,0.0004946510169946813,0.033155080213903745,0.07272727272727272
d9a62eee-e347-de3f-be64-10cf4bcef322,28826,0.0010405592123065364,0.0010220929426350519,0.0008530476791809216,0.05668449197860963,0.06951871657754011
72302300-ed12-f02c-0be6-4fd0faf193aa,14425,0.0005722960544076303,0.001070251825187556,0.0005401761680162145,0.03529411764705882,0.08021390374331551
1f5cb54f-351b-c261-b9d1-a10c17cd4bc2,39628,0.0007785658366495634,0.0009526391136687976,0.0006370593817350808,0.04171122994652406,0.06096256684491979
e95e5acb-1d2b-136f-dc3c-ee592f07fac6,64816,0.0010634684393101333,0.0011580240136789012,0.0009209710752038557,0.06096256684491979,0.07807486631016043
fb9aae29-254b-d0a8-cdea-cf31aef8df45,43235,0.0034027229105244613,0.0011604183429248737,0.003982027235459129,0.2620320855614973,0.07700534759358289
13bc1b99-74a5-cbaf-0b67-02b44edad6f4,32414,0.0004228028308941571,0.001164168765386674,0.00037993379262697637,0.024598930481283424,0.06844919786096257
4fbd1b7a-4f09-6b88-c97e-8970bf96c001,32425,0.00044823226980347775,0.0010386927178237817,0.0004738617847293104,0.03208556149732621,0.05454545454545455
db50bd75-5edc-2914-7a5c-04817fa1465a,14428,0.0004008600469239572,0.0011036751201507764,0.00040160434952674464,0.026737967914438502,0.06951871657754011
0f486a86-1572-a85d-6d9a-b1ebe15e7afe,3625,0.0005261676226402685,0.0010710974643167884,0.0005371950977636205,0.03529411764705882,0.06096256684491979
b827db76-01b4-9087-70cb-52a99b76079a,7228,0.0003549908796120246,0.0011432876550718282,0.0002673137766698,0.01818181818181818,0.07165775401069518
1d040d5d-b56e-52ea-9183-f0442aa09df8,75637,0.0027061646140630283,0.0012165471244383504,0.0030139287715585314,0.19893048128342247,0.07700534759358289
bc4e9117-f1e0-acb1-0207-dfcf79828cd0,72028,0.0005099130794821562,0.0010687020331497344,0.0004970419760900235,0.033155080213903745,0.06631016042780749
35fe67e0-df65-ca76-c5ab-14e21794826f,39626,0.0009000250882914816,0.0011157045806574643,0.0008966225263233831,0.058823529411764705,0.07914438502673797
b023f565-f83d-e845-8674-9fd436514879,72025,0.0014981348396458471,0.001230216684056175,0.001114931845657549,0.07379679144385026,0.07593582887700535
c0149d3d-94db-069b-3f72-74c80cdf6ac4,75634,0.0014018834746135536,0.001043487021977968,0.0010748576070676176,0.07058823529411765,0.07486631016042782
28a32613-acfb-51c8-a981-0ffcd7ad4006,36017,0.0006038488977904216,0.0012078148172277045,0.0005384603161007348,0.03529411764705882,0.06951871657754011
8f0a4a71-2468-8a55-0453-5d76ad52f17c,14427,0.001170944695144836,0.0009363980815057698,0.0009264985084746216,0.06096256684491979,0.06524064171122995
fa7bcf09-c34f-f31b-727c-519b983bb187,18029,0.0028717700567611457,0.0012461111747180012,0.0030401014502760477,0.2,0.07379679144385026
a49aea78-d040-5880-af5f-f279b9f1da1d,43231,0.0008913986962995086,0.001078661664488481,0.000565271552428569,0.03636363636363636,0.06951871657754011
3bbe1f12-52b5-51c4-a025-380a227f46f2,79228,0.0008377140971877692,0.0010877136842704952,0.000770372990792128,0.05026737967914439,0.07058823529411765
c176ab0a-e270-dbcb-8dec-5fee2d755a15,68431,0.0016622051345578002,0.0011048677013136548,0.0019713420035081517,0.1304812834224599,0.07058823529411765
e8f31d17-7d91-0292-492f-3d0f1ff3fd63,43231,0.001872316267117084,0.0010638472662989624,0.0020204330211293117,0.13262032085561498,0.06631016042780749
75561c4f-ebfe-877e-ad8e-2fe89eb7c9ee,39638,0.0006007841969625112,0.001237091430844608,0.00047627258557623943,0.031016042780748664,0.07379679144385026
6022c3d9-6594-93a0-68bb-4650db695826,32417,0.0013482101189962901,0.0011120156761155364,0.0012194245464949044,0.08021390374331551,0.08449197860962566
965db721-f3ae-18b1-cd3b-b1228ba27f50,43230,0.0028852061697202383,0.001168407831367724,0.0033479213979065265,0.21925133689839574,0.07165775401069518
88ba29fc-5e69-4a95-7a37-1ad60f6f917f,72033,0.0013297742057121317,0.001195486139460011,0.0013569307603529964,0.08983957219251337,0.08128342245989305
16bb875c-8357-7a15-1dca-e2d08d17aed7,75630,0.002775237859602309,0.0010672567213860027,0.003000006523590819,0.19786096256684493,0.06737967914438503
3cce6f29-d64a-93b2-9b87-973dd3dc6732,64828,0.0004445724674893648,0.0010040078650063791,0.000386964736091452,0.025668449197860963,0.06951871657754011
c9329da3-219e-5a56-f8ef-8b64513b0ca5,54020,0.0008916952587380645,0.001209893401101933,0.0008251198324560517,0.05561497326203209,0.06737967914438503
af215144-cf9b-408e-0b31-22f396167108,36018,0.0015935298287015776,0.0012357230570759126,0.001656539523991498,0.1090909090909091,0.07700534759358289
4bc24de8-b50c-6385-690a-d11089d0cf3a,3628,0.0005719385778914163,0.0011742389978210688,0.0006403855548367438,0.04278074866310161,0.08128342245989305
beb7dd2a-0d38-8924-551f-225781d968ab,14426,0.0005805916225470798,0.0011174949016118144,0.0004830949156814062,0.03208556149732621,0.07807486631016043
433b6d1c-b1ed-0ae4-eb12-ef0947bb44ab,43230,0.0005583267322730047,0.000952614110056864,0.00035133807582562933,0.023529411764705882,0.06096256684491979
0f7a607d-b673-6894-1c3c-2954d5ac7ffd,75634,0.001085275717011438,0.001330850228737907,0.0009287007678207896,0.06096256684491979,0.07165775401069518
928acdcc-4863-b963-518e-455229b4015c,54029,0.0006012838458357103,0.001131130423300143,0.00047561513330531474,0.031016042780748664,0.08128342245989305
95ca8e44-5e44-7be2-468e-178ef34a981a,68435,0.0010463420501721256,0.0011937168299049525,0.0010630273045985478,0.07058823529411765,0.08235294117647059
5fe59d9f-1501-fe37-76d2-c222d9a1ed0e,18027,0.0007041377715431472,0.001064861553728736,0.0006046648220260119,0.039572192513368985,0.07486631016042782
03801992-55e5-4dc7-40cb-bc6599f83614,54026,0.0005166120741119152,0.0009096797910375635,0.0004473241872513635,0.031016042780748664,0.06310160427807487
95b973e3-c95c-03c7-edd5-2d7b3cfa8e1c,61233,0.0018980257977633161,0.0012020692662013486,0.001861322428040435,0.12406417112299466,0.07700534759358289
d0405e0e-5cd3-0314-16c4-61bbd7a76d0b,36012,0.0013325909738506653,0.0010266013616162444,0.0013191047887612,0.08663101604278076,0.06524064171122995
124b6a9b-aa5c-b34d-b24e-dd4ca8d3f1cc,57624,0.005974911484592592,0.001045236048516714,0.006996131765638264,0.4556149732620321,0.06631016042780749
7f1535bd-56be-2649-f075-6c356e584bb9,3631,0.0004634052973765554,0.0010335862249437997,0.00032292226235936943,0.021390374331550804,0.06844919786096257
d3e89de5-a047-b371-0b50-1b25b61481bf,86393,0.0006117347670591404,0.000934953826881905,0.000501932959113929,0.033155080213903745,0.06310160427807487
00ec29bc-24d8-f9b8-bf4c-72e588e4ac22,28820,0.0015188710938831278,0.0010836942224643352,0.001283296984906288,0.08556149732620322,0.06631016042780749
3138e303-cb97-1647-616f-3b88b993363e,21626,0.0004555782800466456,0.0009757720739745747,0.0003349800164693754,0.022459893048128343,0.06417112299465241
a9161eef-5792-fa11-f049-af21ae5abfeb,54023,0.0007361551793259324,0.0012181973996644579,0.0008525743449219834,0.05454545454545455,0.06631016042780749
ff8bad38-d0b8-7aca-098d-f9d0550d4705,75638,0.0007407251421392346,0.0009338444437146493,0.0007309102944148017,0.05026737967914439,0.06737967914438503
3bec8afd-8cce-2af9-5250-22b2a78fc126,79221,0.0007071109364997356,0.0010332246799077804,0.0003914136462058551,0.025668449197860963,0.06951871657754011
12ad7bc1-e28f-7b71-9d7d-2f436629b82a,36025,0.0005438543641333627,0.0010339127076073515,0.0004812699785564844,0.03208556149732621,0.06951871657754011
bbe9ce50-ede6-e358-82b2-923992e14678,46831,0.0006908885653000754,0.0010921036074744885,0.0005766124865381152,0.038502673796791446,0.06417112299465241
a36afd2b-9846-32b7-a91e-ebb0a65287a6,25227,0.0010165046821205112,0.0009121960629112506,0.00104167692850242,0.07058823529411765,0.058823529411764705
8af7f2f0-df41-2674-3a7d-7de989a90cf2,25225,0.000807905484092237,0.0012089489616492082,0.0005462740747114365,0.03636363636363636,0.07058823529411765
30e6613d-985d-642a-f1fc-c12549418b3a,46829,0.0006424114611968888,0.0011004261567309898,0.0004208852736349198,0.027807486631016044,0.06524064171122995
c0badb28-f054-4353-1cf2-35d69bce6635,79223,0.0010642171617123084,0.001063488260300896,0.0010668559632406745,0.07165775401069518,0.06417112299465241
a12844d2-a9d1-7406-da45-2fa98609c347,64820,0.0004919914299281285,0.0010378855565792368,0.0003983278067847031,0.026737967914438502,0.06951871657754011
331d3e10-9006-7c34-2734-46e019e1eb5c,82825,0.0004754502928376418,0.001201871582072318,0.0005693373787982041,0.03743315508021391,0.06631016042780749
7f9403f3-d790-1fc9-8362-80944c9d5019,36019,0.0005192722606946548,0.0010871729940031085,0.0004418223277169446,0.028877005347593583,0.06951871657754011
8c178844-dedf-8a78-d501-1dc4ff2fa155,50426,0.002328545451162609,0.0010416830061873398,0.0023405181711293787,0.15294117647058825,0.07379679144385026
5fb18556-4813-c29c-4c9e-b69ecd51c0c6,86383,0.0023319459661664955,0.0009778569761319095,0.002787736815855515,0.18074866310160428,0.06951871657754011
1a687c9b-23fa-12ae-1e9a-f88c38d99f86,14421,0.0008395990977569428,0.0009101137519077523,0.0005474709630371107,0.03636363636363636,0.06737967914438503
c10ec735-27ee-2e66-6c06-163c37b410dd,72023,0.0007893850470865286,0.0008698015133793861,0.0007349929547238938,0.04919786096256685,0.06310160427807487
1b9d8801-2931-b64e-f0c0-b39a18ec2eb0,57625,0.0017519192378500413,0.0011529585103218613,0.0018039801478683414,0.11871657754010695,0.07379679144385026
e12e0ce1-8e17-9b38-5aa5-57d2df581936,57628,0.0018803701440055264,0.0010560612194920559,0.00191292668208503,0.12834224598930483,0.07593582887700535
3b926c56-77bc-cba5-0e51-b730d4ae1177,36015,0.0006818550590368133,0.0011167960256283996,0.0006236492611868969,0.04171122994652406,0.08663101604278076
06a888af-d4b1-015b-b2b8-06416cf044c3,21623,0.000735578405682048,0.0008821510753575723,0.0008731352988274019,0.057754010695187166,0.06417112299465241
16b5602b-9b8f-0f1e-43f0-7bbf4b1b93a0,64826,0.0012297958576923897,0.0010596084619128355,0.0012895092375699575,0.08663101604278076,0.06524064171122995
6d311cdf-71f2-294d-b56a-b447a650d8ef,18030,0.0005851905139514159,0.0009861608471787783,0.0004546154519432277,0.031016042780748664,0.07272727272727272
3598ad3e-38a9-805a-8072-9034665c32f1,86389,0.0003823911362872904,0.0013756197556357005,0.00033477444738074744,0.022459893048128343,0.07486631016042782
4cd9d752-adef-2a60-591a-4b487f911239,68428,0.0008167839899119154,0.001062255423610396,0.000627599802234452,0.040641711229946524,0.07165775401069518
85fc9d11-2117-c5ce-419f-997db198365f,28828,0.0007564515149298735,0.0009759087566614236,0.0007749928150682538,0.052406417112299465,0.059893048128342244
fb75fadc-d685-a809-638a-31aed941a6d3,86390,0.0012383464092212933,0.0010656327014044286,0.0009591949661785723,0.06417112299465241,0.06737967914438503
95c28942-5f15-fd8a-334f-a1fe561c4f36,7229,0.00038617995456272623,0.0010931122679220414,0.0003603614110483747,0.023529411764705882,0.07165775401069518
64fc88f5-5cc2-e1b1-cd88-8f0c42b96384,18028,0.00041026570033603443,0.0009561633492867601,0.0003648523942127275,0.023529411764705882,0.07379679144385026
677b3517-eb5a-b974-87dc-9a6a7aea83e5,75635,0.006220930837362382,0.0009475498424622716,0.007009070008984369,0.45882352941176474,0.06310160427807487
c562e201-07ec-5566-c407-06d0e6bdbdd7,25228,0.0004970331888733274,0.0009694613455146105,0.0004615938517580623,0.029946524064171122,0.07379679144385026
4eac3728-00be-2d76-8fd7-c7cd75aeef2f,32423,0.00600288002586497,0.0009868646931400844,0.0068212730615353585,0.4481283422459893,0.06310160427807487
5873aef0-b7c7-1a00-36f3-5e871d789321,10819,0.0009218613580237989,0.0009980497532831342,0.0009714979002397391,0.06417112299465241,0.07165775401069518
